Registration #,User ID,Email,User Type,Country,Sector,Display Option,Preferred Currency,Company Name,Startup Stage,Base Price (INR),Base Price (USD),Extra Paid (INR),Extra Paid (USD),Total Referrals,Referral Code,Referral Earnings (INR),Referral Earnings (USD),INR Available,INR Pending,USD Available,USD Pending,Leaderboard Rank,Percentile,Ranking Score,Subscription Tier,Registration Timestamp,Status
336,50e4bd12-53e0-43b1-8b71-830987e66b0e,sam_336@startup.io,ngo,Laos,Flight Booking,real_name,INR,,N/A,₹3999,$59.99,₹0,$0,0,REF76265,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,336,96.0%,0.00,Beginner,2025-10-15T21:27:29.815251Z,pending
337,ee24a397-0a73-4974-9b2c-72dc11c6b464,user337@example.com,professional,Zimbabwe,Dentistry,fancy_username,INR,DesignHub Creative,N/A,₹3999,$59.99,₹0,$0,0,REF76444,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,337,96.29%,0.00,Beginner,2025-11-27T01:27:29.815322Z,pending
338,3a75767e-e669-4952-a130-14c84c20bbba,user338@example.com,vc,Bosnia and Herzegovina,Fitness Classes,fancy_username,USD,,N/A,₹3999,$59.99,₹0,$0,0,REF51426,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,338,96.57%,0.00,Beginner,2025-11-12T12:27:29.815378Z,pending
339,76ae30d2-125f-4f35-9c7d-358d8f534380,user339@example.com,startup,Burundi,Warehouse Space,fancy_username,INR,ContentFlow Media,Series A,₹3999,$59.99,₹0,$0,40,REF89194,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,339,96.86%,40.00,Beginner,2025-12-14T00:27:29.815436Z,verified
340,c251feed-ae41-4d13-b4db-4211699666dc,user340@example.com,accelerator,Libya,Virtual & Augmented Reality,real_name,USD,,N/A,₹3999,$59.99,₹0,$0,42,REF88636,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,340,97.14%,42.00,Beginner,2025-10-25T07:27:29.815499Z,pending
341,b3634971-4a51-47d5-a5ae-d3634a51e2b4,user341@example.com,professional,Bulgaria,News & Journalism,real_name,USD,PodcastPro Network,N/A,₹3999,$59.99,₹0,$0,0,REF81786,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,341,97.43%,0.00,Beginner,2025-11-03T17:27:29.815552Z,verified
342,2336bad8-b627-439e-a857-fa6d9dc59934,sam_342@startup.io,ngo,Colombia,Industrial Property,real_name,USD,,N/A,₹3999,$59.99,₹0,$0,0,REF61497,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,342,97.71%,0.00,Beginner,2025-12-01T23:27:29.815614Z,verified
343,118772c2-0f8f-48f3-aa5c-627c8288f8fc,user343@example.com,professional,Mexico,Quantum Computing,anonymous,INR,FinServe Pro,N/A,₹3999,$59.99,₹500,$6.02,0,REF87242,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,343,98.0%,0.50,Beginner,2025-11-14T05:27:29.815787Z,pending
344,9c33a202-dd62-4eaf-8f05-616896b96998,alex_344@startup.io,service_provider,Mongolia,Skincare,anonymous,INR,,N/A,₹3999,$59.99,₹0,$0,0,REF26827,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,344,98.29%,0.00,Beginner,2025-12-02T03:27:29.815866Z,verified
345,79e1ddd1-4675-4ea0-b939-e8e2289da0ba,user345@example.com,accelerator,Palestine,Flight Booking,fancy_username,INR,,N/A,₹3999,$59.99,₹0,$0,8,REF69355,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,345,98.57%,8.00,Beginner,2025-11-22T17:27:29.815923Z,pending
346,b11a2332-7e19-4773-9202-092717cd4c68,user346@example.com,service_provider,Iraq,Legal Services,fancy_username,INR,,N/A,₹3999,$59.99,₹0,$0,0,REF48086,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,346,98.86%,0.00,Beginner,2025-11-04T04:27:29.815989Z,verified
347,ca8704bf-ce6b-4557-b340-5b58d3e71c16,sam_347@startup.io,service_provider,Romania,Accounting & Bookkeeping,anonymous,INR,,N/A,₹3999,$59.99,₹1000,$12.05,0,REF84794,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,347,99.14%,1.00,Beginner,2025-11-13T08:27:29.816044Z,verified
348,343dd236-a5d4-4bb7-99d6-2f3364d0ac38,user348@example.com,service_provider,India,Plumbing,real_name,INR,,N/A,₹3999,$59.99,₹0,$0,0,REF97851,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,348,99.43%,0.00,Beginner,2025-12-05T01:27:29.816111Z,pending
349,5831d9a7-cfc9-4ff5-9423-c1fe583b47eb,user349@example.com,mentor,India,University Tech,real_name,INR,,N/A,₹3999,$59.99,₹0,$0,28,REF80932,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,349,99.71%,28.00,Beginner,2025-11-25T20:27:29.816160Z,verified
350,344393f6-a387-4cf0-91b3-11d214dec5ac,user350@example.com,service_provider,France,Tax Planning,fancy_username,INR,,N/A,₹3999,$59.99,₹0,$0,0,REF47701,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,350,100.0%,0.00,Beginner,2025-10-24T04:27:29.816273Z,verified
